sha,date,subject,category,objective_or_task_ids,files_changed,insertions,deletions,runtime_reachable,runtime_reachable_detail,tests_added,is_revert_or_retraction,authority_effect,claimed_result,auditor_independent_check,disposition
d8c866bd5f028bef32cfec3e0f436a81cd333bbc,2026-08-14,"fix(ratings): [WS-OBJ-207 / WS-CAN-0062] a verified pin on BLIND geometry read ""high conf"" and said nothing",fix,"WS-OBJ-207, WS-CAN-0062, WS-CAN-0005 (named as blocker), WS-CAN-0039",29,1804,20,YES,YES,"backend/tests/test_spot_rating_geometry_disclosure.py (new, 224 ins); backend/tests/test_ci_floor_staleness.py (7 lines)",NO,"ADDS_FLAG + ADDS_FALLBACK - new RATING_GEOMETRY_CAVEAT env switch (default ""1"", declared in _RATING_FLAGS at backend/routes/admin/surf_forecast.py:50-63) and a bare `except Exception` around the caveat lookup that logs at DEBUG and continues; also raises guards floor 151/1714 -> 152/1724","a degraded/blind-geometry spot's `why` now discloses ""coarse shore detail""/""shore direction unknown""; score and level provably unchanged","CONFIRMED in diff: spot_geometry_readiness.py gains `caveat(verdict)` returning None for FULL and for None (so it is additive-only); spot_ratings.py appends it to `why` behind `os.environ.get(""RATING_GEOMETRY_CAVEAT"",""1"") != ""0""`. Flag IS declared in the registry in the same commit. LOC claim verified: spot_ratings.py is EXACTLY 800 lines at this sha. NOTE the rationale compression - a 20-line comment block on the dual exposure floor was replaced by a 6-line summary pointing at schemas.py/docs; the text is moved, not lost, but this commit is why the file hit its ceiling. The n=87 live production measurement is CLAIM, not reproducible here.",SUBSTANTIVE_PROGRESS
70ae36230154e3609f3051e71cc5a64c8c2e98dd,2026-08-14,"docs(program): backfill d8c866bd into the 13.0 control files, and warn that spot_ratings.py is AT the ceiling",docs,NONE,3,16,9,NO,NO,NONE,NO,NEUTRAL,backfills the mission SHA and records the 800/800 LOC landmine plus a corrected guards-lane runtime estimate,"CONFIRMED: 3 files, all program/weather-simulation/. The 800-LOC claim independently verified - `git show d8c866bd:backend/services/weather_pipeline/spot_ratings.py | wc -l` = 800.",DOCS_ONLY
3afaf8b1d079506f8d2bf97916e29a68b26cc4d5,2026-08-14,"refactor(ratings): [WS-OBJ-401] split spot_ratings.py at the 800-LOC ceiling -- forensics first, seam second",refactor,WS-OBJ-401,35,1740,662,YES,YES,"backend/tests/test_spot_rating_module_seam.py (new, 170 ins); 8 existing test files re-pointed (test_spot_ratings.py, test_run_provenance.py, test_flag_lane_parity.py, test_climatology_inbox.py, test_data_health.py, test_event_loop_offload_guard.py, test_observation_gate_single_model_surfaces.py, test_rating_confirmation.py, test_ci_floor_staleness.py)",NO,"ADDS_AUTHORITY - new one-way-seam guard, new module added to _RATING_SURFACES in the SAME commit so its 4 science switches stay scanned, guards floor raised 152/1724 -> 153/1735, and one dead patch-target was made real (assert score == 55.0)",NO BEHAVIOUR CHANGE; rate_one_spot moves not one byte; 800 -> 351 LOC with a 498-LOC precompute module,"VERIFIED BY HASH, not taken on the message: I extracted the rate_one_spot AST node from both d8c866bd and 3afaf8b1 - identical, 16,788 chars both sides. LOC verified: spot_ratings.py 800 -> 351, spot_ratings_precompute.py = 498. Route changes are pure import re-pointing (routes/weather.py:29-36, routes/admin/surf_forecast.py:255,365, report_calibration.py:252). test_spot_ratings.py assertion STRENGTHENED (a monkeypatch that reached nothing now patches the lane and asserts a value only the fake produces). ⚠️ RESIDUAL: _RATING_SURFACES at test_flag_lane_parity.py:379 is still a HARD-CODED file list - the same census shape a1b5aac3 fixed for alerts was extended by one entry, not converted to discovery; the commit body admits this (""a module leaving it grades LESS while staying green"") and does not fix it.",SUBSTANTIVE_PROGRESS
4950ac45d32bac423ff9f18f9d212b59b09e972a,2026-08-14,docs(program): [WS-CAN-0064] the batch route is LINEAR at 0.380 s/spot and its concurrency buys nothing,forensics,WS-CAN-0064,4,178,29,NO,NO,NONE,NO (but is itself retracted 7 minutes later by e5c68c1a),"NEUTRAL - records a blocker, changes no code",/api/conditions/batch is perfectly linear at 0.380 s/spot; effective concurrency ~1; the repair is blocked on an admin-gated read of SPOT_RATINGS_CONCURRENCY,"The CODE claim is CONFIRMED: one env var drives two unrelated semaphores - backend/routes/surf_data/conditions.py:49 `_BATCH_CONCURRENCY = int(os.environ.get(""SPOT_RATINGS_CONCURRENCY"",""6""))` and backend/routes/weather.py:326 `_SPOT_RATINGS_CONCURRENCY = int(os.environ.get(""SPOT_RATINGS_CONCURRENCY"",""6""))`, consumed at weather.py:563. The latency series (n=2..87) is a self-run production probe and is UNVERIFIED here. The ""blocked on an admin read"" conclusion was WRONG and the author withdraws it in the next commit.",CHURN
e5c68c1a552801ec787fcad1a3e5daf2e32f9105,2026-08-14,"docs(program): RETRACT the WS-CAN-0064 blocker -- raising concurrency is refuted, and /api/health had the answer all along",forensics,"WS-CAN-0064, WS-OBJ-303",2,89,4,NO,NO,NONE,"YES - withdraws the ""blocked on an admin read of SPOT_RATINGS_CONCURRENCY"" conclusion from 4950ac45 (same day, 7 minutes later); names the cause as cold-start confounding in its own A/B",NEUTRAL - no code; the retraction narrows a claim rather than weakening a guard,raising concurrency is refuted by a warm re-run; /api/health already carries per-route latency telemetry for 41 routes that nobody read,"CONFIRMED as docs-only: 2 files under program/weather-simulation/ (one is a captured health-telemetry JSON, 1 insertion). The retraction is genuine and self-inflicted, and it correctly re-ranks the problem (grid_series 25/94 breaches vs conditions/batch 14/20). All numbers come from the author's own probes and the captured JSON - CLAIM, not independently reproducible from the repo. Sections 1-6 of the original forensics doc are KEPT with a retraction header, which is the right disposal.",SELF_CORRECTION
cd995e4059e7aebf3ae1e408ad67410cac31b231,2026-08-14,"docs(program): [WS-CAN-0033] the tiers disagree 2.4x at one coordinate, and nothing says which one answered",forensics,"WS-CAN-0033, WS-OBJ-001, WS-OBJ-004, WS-OBJ-205, WS-OBJ-401, WS-OBJ-506, WS-OBJ-705, WS-CAN-0036",2,96,1,NO,NO,NONE,"YES - partly refutes the register's own framing (""non-monotonic tier selection changes the served value""); the backend serving path measured viewport-invariant with a positive control","NEUTRAL - re-scopes a task in the register, touches no code",tiers differ 2.4x on offshore Hs at one coordinate; the CLIENT chooses the tier; re-scope from determinism to disclosure,"CONFIRMED as docs-only: 2 files under program/weather-simulation/. The measurements (byte-identical values across a 240x grid_bbox range with a Cocoa-vs-Portugal positive control) are the author's own live probes - CLAIM. The commit explicitly records NOT ESTABLISHED: ""I did not reproduce the flip itself... the 2.4x is a measurement at Cocoa Beach, not a population statistic."" That self-limitation is correct and is the reason this is not stronger than EVIDENCE_ONLY.",EVIDENCE_ONLY
1cf2c49cd608ffedce926467e6a2f8f7814255f4,2026-08-14,"docs(program): [WS-CAN-0033] backend half CLOSED ON EVIDENCE -- the disclosure already shipped, and it is already guarded",forensics,"WS-CAN-0033, WS-CAN-0014, WS-CAN-0039, WS-CAN-0062",4,70,1,NO,NO,"NONE (cites existing tests/test_point_resolution_is_stamped.py, 5 tests)","YES - kills its own mission one commit after opening it; ""No code was written, and none was needed""",NEUTRAL - closes a register row on evidence rather than adding or removing any check,"both clauses of WS-CAN-0033's remaining work (deterministic selection, tier disclosed) are already satisfied on the backend, shipped at 172f66aa","CONFIRMED as docs+evidence only: 2 markdown/CSV edits plus 2 captured point-response JSONs (1 line each). The claim that product_id and resolution are stamped is checkable against tests/test_point_resolution_is_stamped.py, which the register raise at 886094ce independently references - consistent. Whether that guard actually passes at this sha is UNVERIFIED (no test run in this batch touches it). The residual is correctly re-filed as frontend-gated rather than declared fixed.",EVIDENCE_ONLY
d1fb53695f3b4ef196b85395cb50806338e66419,2026-08-14,fix(conditions): [WS-OBJ-103 / WS-CAN-0009] a failed request answered 200 with the exception text in the body,fix,"WS-OBJ-103, WS-CAN-0009, WS-CAN-0039",8,321,68,YES,YES,"backend/tests/test_conditions_status_honesty.py (new, 211 ins); backend/tests/test_spot_conditions_batch_bounds.py (contract assertion changed, 14 lines)",NO,"ADDS_AUTHORITY - failures now fail loud (HTTP 502) instead of 200-with-error-body, raw str(e) removed from four sites, estate floor raised 358 -> 380",nine error-shaped 200 returns repaired; 502 not 503 because apiClient toasts 503 globally; the batch stays 200 as a partial-success surface,"CONFIRMED in diff at backend/routes/surf_data/conditions.py: get_spot_conditions, get_spot_forecast and get_spot_tides all now `raise HTTPException(502, ...)`, each with an `except HTTPException: raise` re-raise guard so a 404 is not swallowed into a 502; the batch path returns the generic ""Unable to fetch conditions"" and gains an additive top-level `failed` key. The 503-toast rationale is INDEPENDENTLY VERIFIED: frontend/src/lib/apiClient.js handles 401 (:109), 403 (:134), 429 (:142), 503 (:148) globally - 502 is absent, so it does fall through to per-caller catches. The changed test assertion is STRENGTHENED, not weakened: it previously pinned the raw exception text (`== {""error"": ""upstream died""}`) and now asserts the text is ABSENT. ⚠️ REAL BLAST RADIUS the message records but does not fix: any caller that read `.error` off a 200 now takes an exception path, and useExploreData.js:32 will render blank data.",SUBSTANTIVE_PROGRESS
6df51b03b64665bf96d4cbb5be2649ddaf9d0682,2026-08-14,"docs(program): Gate 1 truth pass -- 13 objectives measured against their own criteria, 3 were mis-stated",forensics,"WS-OBJ-002, 005, 103, 201, 202, 203, 204, 205, 206, 304, 501, 506, 601, 603, WS-CAN-0005, WS-CAN-0066",3,126,4,NO,NO,NONE,"YES - retracts four of the author's own scans from the same day (two string-matching bugs, a control threshold calibrated to the pre-fix count, and a `git grep` false negative from quoting that would have wrongly closed WS-OBJ-206)",NEUTRAL - register state corrections only,the register is 10/13 accurate and all three errors point the same way (the program is further along than recorded),"CONFIRMED as docs-only: 3 files, all program/weather-simulation/. The register-state corrections are CLAIM - each rests on one measurement the commit itself flags as ""enough to trust the status, not enough to close"". The four self-caught scan errors are the most load-bearing content and are consistent with the same class recurring at 0f314702. No objective was CLOSED on this pass; WS-OBJ-203 explicitly held open.",EVIDENCE_ONLY
a6e4339a66d312a33eabe948415bb264ff5721fb,2026-08-14,"fix(ingest): [WS-OBJ-304 / WS-CAN-0017] a Range request answered with the WHOLE FILE was accepted, then mapped positionally",fix,"WS-OBJ-304, WS-CAN-0017",14,311,46,YES,YES,"backend/tests/test_grib_range_integrity.py (new, 153 ins); 4 fixture files corrected (test_marine_multi_bbox_fetch.py, test_noaa_coverage_floor_fires_on_failures.py, test_noaa_fetch_soft_deadline.py, test_wind_multi_bbox_fetch.py)","NO (but ships a RED guards lane, corrected in 9e9b8646)","ADDS_AUTHORITY - byte-length validation added to all three _fetch_message_bytes, and the message-count check tightened from one-sided `<` to two-sided `!=` in the wave and wind lanes; estate floor raised 380 -> 396. FIXTURES were fixed rather than guards relaxed.","an over-fetch (200 with the whole file) was accepted and then mapped positionally to the wrong variables; three copies fixed, latent not observed","CONFIRMED in diff: noaa_gfs_{wave,wind,pressure}_fetcher.py each gain `if end is not None: want = end - start + 1; if got != want: raise`, with open-ended `bytes=a-` deliberately exempt; wave `len(msgs) < len(OM_ORDER)` -> `!=`, wind `len(msgs) < 2` -> `!= 2`. The four fixture edits genuinely honour the Range handed to them rather than returning a fixed 8/16 bytes - fixture fixed, guard untouched, which is the correct direction. Reachability is HONESTLY stated as latent (""there is no evidence any served product was corrupted this way""). ⚠️ This raise (estate 396) was set from a LOCAL reading and is the one later corrected at 5fcdd817.",SUBSTANTIVE_PROGRESS
9e9b8646e97f14a7ee7de818c1cf0c2f6ff65283,2026-08-14,fix(tests): [WS-CAN-0017] the previous commit shipped a RED guards lane -- two more fixtures answered a Range with a fixed body,test,WS-CAN-0017,5,180,3,NO,NO (tests + program docs only),"backend/tests/test_grib_range_integrity.py (+44, adds test_no_test_double_answers_a_RANGE_request_with_a_FIXED_body plus a refuse-rather-than-pass control); backend/tests/test_noaa_multi_resolution.py (fixture); backend/tests/test_vector_blockmean_loop_shadow.py (fixture)","YES - self-audit of a6e4339a, which broke five tests in a file the author never opened; also adds SESSION_AUDIT_2026-08-14.md disclosing 63% documentation vs ~198 lines of new production code and ZERO delivered value (nothing pushed at that point)","ADDS_AUTHORITY - converts a spelling-based fixture census into a property-based standing guard, with its own vacuity control","guards back to 1741 passed / 0 failed, no floor change needed","CONFIRMED in diff: both fixtures now parse the Range header and size the body from it (`n = int(b) - int(a) + 1`) instead of returning a fixed 8 bytes. No assertion was deleted or relaxed - the guard from a6e4339a stands and the doubles were made physically possible. The 1741/0 lane result is a local run and is UNVERIFIED here. The self-disclosed ""ZERO delivered value"" in SESSION_AUDIT is the most useful line in the batch and is corroborated by the fact that nothing in commits 1-18 had reached a push at that point.",SELF_CORRECTION
4b281e115859dfebd47b9007f6e7dd69f803d3c3,2026-08-14,"docs(program): researched the path to state of the art -- it is not a technology, and the repo already said so",docs,"WS-OBJ-706, WS-CAN-0067, WS-CAN-0039, WS-CAN-0017",1,126,0,NO,NO,NONE,NO,NEUTRAL,"the state-of-the-art question was already answered by an existing 12.2 matrix; the dominant defect is unread instruments, not missing technology","CONFIRMED as a single new markdown under program/weather-simulation/, 126 insertions, zero deletions. Its strongest claim is checkable in principle - that buoy_calibration.py grades OFFSHORE hs_m at the buoy while user surfaces serve the NEARSHORE breaking height, and that forecast_accuracy_monitor.py carries 15 REFUSE references vs report_calibration.py's zero - but I did not re-run those counts; UNVERIFIED. Adds no task, no guard, no code.",DOCS_ONLY
c1566c8b4d8b65c8a2f713bf6f2d30670cb2b2bd,2026-08-14,fix(ingest): [WS-CAN-0017] give the range-integrity check a kill switch before it ever runs in production,fix,WS-CAN-0017,4,33,10,YES,YES,"NONE (only program/weather-simulation/evidence/tests/lane-chain-run.txt, 3 lines)","NO - retrofits a missing kill switch onto a6e4339a, described as a gap the author should have closed in the original commit","ADDS_FLAG + ADDS_FALLBACK - GRIB_RANGE_STRICT (default ""1"", strict); at ""0"" the byte-length mismatch degrades from RuntimeError to a `sys.stderr.write` line and the wrong bytes are RETURNED to the caller",default behaviour unchanged; seconds to recover via env var instead of revert-and-redeploy; verified against live NOAA 2026-08-14,"CONFIRMED in diff across all three fetchers; `sys` is already imported in each (wind:21, wave:33, pressure:18), so the degrade path will not NameError. ⚠️ FINDING THE MESSAGE DOES NOT STATE: the kill switch covers ONLY the byte-length check. The other half of WS-CAN-0017 - the `len(msgs) != 2` (wind:196) and `len(msgs) != len(OM_ORDER)` (wave:409) tightening from `<` to `!=`, added in the same a6e4339a change - has NO kill switch, so the stated failure mode (""a range-rewriting proxy stops every ingest cycle"") is only partly mitigated: an over-fetch that survives a proxy would still raise on the message count with GRIB_RANGE_STRICT=0. The live-NOAA 706046-byte verification is CLAIM, not reproducible here.",SUBSTANTIVE_PROGRESS
f78d637aa2f914500ba19c783372ce4a7dfb9669,2026-08-14,"docs(handoff): addendum -- two live CI items, both at a seam between correct guards",docs,"NONE (references backend-estate-coverage, ci_floor_staleness)",1,36,0,NO,NO,NONE,NO,NEUTRAL - explicitly declines to edit the floor or the exit-code contract because a concurrent session is committing to those lanes,"two live CI reds diagnosed and located, neither fixed; an over-raise is unguarded on all three sides","CONFIRMED as docs-only: one file under docs/research/. The structural claim - that no guard catches an OVER-raise (ci_floor_staleness is deliberately one-sided, the lane asserts only post-ship, the pre-push hook fires only on ADDED tests) - is consistent with what I read in test_ci_floor_staleness.py's `test_the_check_is_one_sided` reference and is the correct diagnosis of what happens 3 commits later at 5fcdd817. The SystemExit-with-a-string exit-1 claim about the Calibration Census is UNVERIFIED (I did not open that script).",EVIDENCE_ONLY
3114b9ba843c60b73a53f24290cb92b930bb80ce,2026-08-14,"docs: estate floor -- discriminator RESOLVED, and a reason not to lower it alone",forensics,NONE,1,11,0,NO,NO,NONE,NO (this commit is itself retracted 4 minutes later by 0f314702),NEUTRAL,the skip count is identical (2864) in both readings therefore 10 tests LEFT the lane; do not lower the floor alone,"WRONG, and retracted by its own author at 0f314702: both '2864' figures were COMMENT LINES in ci.yml (lines 989, 993), i.e. one comment quoting an earlier measurement and another comment quoting the same number - not two independent observations. The conclusion ""tests left the lane"" also pointed the opposite way to the real cause (a module-level importorskip). Docs-only, so no runtime harm, but this is a forensic claim built on a docstring/comment - the exact class the repo's own rules forbid.",CHURN
0f314702f92f9b74ac1e804c5cb667afed95217f,2026-08-15,"RETRACT: the estate discriminator was built on ci.yml COMMENTS, not run output",revert,NONE,1,16,1,NO,NO,NONE,YES - retracts 3114b9ba's central claim outright and marks the surviving facts with provenance; self-described as the sixth mis-identification of the session and the second where a COMMENT was read as a READING,NEUTRAL - and correctly refuses to move the floor until a real reading is taken,"the 2864-skip agreement was two comments quoting one number; what survives is `388 passed, floor 396` and `0 silent`","CONFIRMED as a docs-only correction to the same docs/research/ file, 16 insertions / 1 deletion. The retraction is honest about direction: it notes 7 backend test files were ADDED and none deleted in 24h, which makes ""tests left the lane"" LESS likely - i.e. the retracted conclusion was not merely unsupported but inverted. Leaves the state explicitly UNDETERMINED rather than substituting a second guess.",SELF_CORRECTION
0f1b0d05e79372dbdd38b6f515efaac30221404c,2026-08-15,"docs: estate floor MEASURED -- it is neither ""mass-skip"" nor ""deletion""",forensics,NONE,1,21,1,NO,NO,NONE,YES - supersedes the retracted 3114b9ba claim; this reading rests only on run output and git,NEUTRAL - argues AGAINST lowering the floor on the grounds that the count may be non-deterministic,estate collected 3262 -> 3253 (-9) while `def test_` went 5444 -> 5446 (+2) and files stayed 258; nine test CASES vanished with no test FUNCTION vanishing,"CONFIRMED as docs-only, same docs/research/ file. The measured signature is internally coherent and correctly rules out the two options the CI error message offers. The commit is careful to mark its conclusion as an INFERENCE (""collection is data-driven somewhere... I did NOT identify the parametrized source""), which turned out to be right - b292e243 later names it as a module-level importorskip. The specific counts are the author's own readings and are UNVERIFIED here.",EVIDENCE_ONLY
5fcdd8177e28891e761f2863c0914874bdbe31ab,2026-08-15,"fix(ci): estate floor 396 -> 386 -- I set it from a LOCAL reading, and this lane's local reading is structurally ~10 high",ci,NONE,2,25,4,NO,NO (CI config + one test constant),"backend/tests/test_ci_floor_staleness.py (_FLOOR_SET_FROM estate 398 -> 388, plus 8 lines of rationale)","YES - corrects the author's own two raises from 2026-08-14 (358->380 at d1fb5369, 380->396 at a6e4339a), both set from local runs","REMOVES_AUTHORITY - the ONLY floor REDUCTION in this batch: estate MIN_PASSED 396 -> 386, and _FLOOR_SET_FROM estate 398 -> 388. Justified by a measured environmental bias, but it is still a lowered gate.",not a regression and not a mass-skip - a module-level importorskip on packages CI never installs makes a local estate reading ~10 higher than CI's,"THE MECHANISM IS VERIFIED, not taken on the message: backend/tests/test_trevec_index_gc.py opens with `pa = pytest.importorskip(""pyarrow"")` + `lance = pytest.importorskip(""lance"")` at module level, and the file contains exactly 10 test functions - matching the claimed 10-test gap. `git grep -icE ""pyarrow|lance""` over backend/requirements.txt and backend/requirements-dev.txt returns ZERO hits at this sha, so CI genuinely never installs them. ⚠️ RESIDUAL the author himself flags at b292e243: trevec explains TEN of a TWELVE-case local-vs-CI gap; two cases remain unexplained, and the floor was lowered anyway.",SELF_CORRECTION
5fc7d4bde4b26bf24c1a1e350d9e995f22ada9aa,2026-08-15,docs(register): L-2 -- backend-estate-coverage 388 vs 396 is NEITHER mass-skip NOR deletion,docs,L-2,1,46,0,NO,NO,NONE,NO,NEUTRAL - records the trade-offs of a floor decision instead of making it; flags that NO GUARD CATCHES AN OVER-RAISE as its own entry,"the discriminator is measured, the mechanism is not identified, and the decision is recorded with its trade-offs rather than taken","CONFIRMED as docs-only: one file, program/weather-simulation/BLOCKERS_AND_DECISIONS.md, 46 insertions, zero deletions. ⚠️ TIMELINE NOTE: this landed 1m18s AFTER 5fcdd817 already lowered the floor to 386, so it documents a decision as open that a sibling commit had just closed - two concurrent sessions writing about the same lane. Content is otherwise accurate and duplicates 0f1b0d05's measurements.",DOCS_ONLY
b292e2435c0ad228809d7fffdb50cd94e170eb85,2026-08-15,docs(program): L-2 ANSWERED -- the vanishing estate tests are a module-level importorskip on packages CI never installs,docs,L-2,2,74,23,NO,NO,NONE,NO,"NEUTRAL - reconciles the two sessions' accounts and records the standing rule (set the estate floor from CI, never local)",the mechanism is test_trevec_index_gc.py's module-level importorskip; resolution already shipped at 5fcdd817; CI now green on all 11 jobs,"The MECHANISM half is independently verified (see 5fcdd817 row - importorskip present, 10 test functions, zero requirements hits). The ""CI now green on all 11 jobs"" claim is CLAIM ONLY - no run URL, no artifact, nothing in the diff proves it. ★ CREDIT WHERE DUE: the commit explicitly refuses to round away the residual - ""trevec explains TEN of a TWELVE-case gap... Two cases remain unexplained"" - and leaves the other half of L-2 (Calibration Census raising SystemExit with a string, exit 1) untouched and open rather than claiming it.",EVIDENCE_ONLY
