Area,surface_id,type,files_symbols,reachability,entry_point,consumer,objective_id,task_id,test_coverage,runtime_evidence,observability,recovery,status
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-model-run-time-display,user-facing,"run_time parsed in backendWeatherServiceClientHelpers.js:315,328,339 · backendWindServiceClient.js:79,89,505 · backendCopernicusServiceClient.js:121,132 · marineGridSeries.js:307,327 · useMarineWindData.js:163-164 · WeatherEngine.js:207; posted at MapForecastOverlay.js:583",Dead as a user-facing surface — the value reaches the client and no JSX renders it,NONE,nobody,"WS-OBJ-202 — but its Intended Outcome is 'run_time means the model cycle not the ingest clock' and its Closure Criteria is 'run_time is the cycle; ingested_at carries the wall clock', i.e. entirely a wire contract",NONE,NONE,"measured this audit: `grep -n ""run_time|runTime|valid_time"" TruthOverlay.js TruthOverlayVisualTab.js TruthOverlayGpuTab.js` = 0 hits; positive control `grep -c productId TruthOverlay.js` = 4",telemetry only,n/a,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-time-label-wallclock,user-facing,MapWeatherControls.js:328-340 formatTime() and MapForecastOverlay.js:629-641 forecastTimeLabel — both `new Date(); d.setHours(d.getHours()+offset)`; ForecastWheel.js:181-182 day ticks do the same,Active-reachable,"the timeline readout in all three layouts, and the infobox header",every map user with a layer active,WS-OBJ-202,WS-CAN-0016,NONE for the label derivation,NONE at HEAD (WS-CAN-0016 Verification State is 'No Evidence Located'),none,n/a,Missing Evidence
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-raster-loading-affordance,state-lifecycle,frontend/src/components/map/useOpenMeteoTileUrls.js:707-755 (poll + `rawsurf:raster-loading` emit) consumed by MapWeatherControls.js:136-145,"Active-reachable, raster layers only (`LAYER_REGISTRY[k].type === 'raster'`)","useEffect keyed on [mapInstance, activeLayers, activeModel]",the layer chip spinner + aria-busy + sr-only '(loading)',WS-OBJ-103,WS-CAN-0036,NONE — no test file references useOpenMeteoTileUrls' loading emitter,NONE — WS-CAN-0036's remaining work is literally 'Re-run 11.2 failure injection against HEAD',a boolean CustomEvent with no error channel,emit(false) at :745 after a 30 s timeout and at :753 on cleanup — a failure ends in the same visual state as a success,Missing Recovery
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-truth-hud,user-facing,"frontend/src/components/map/TruthOverlay.js:20-28 isDiagHudEnabled, :274-286 seven-state provenanceClass; TruthOverlayVisualTab.js; TruthOverlayGpuTab.js","Diag-gated — ?diag=1, localStorage __RAW_DIAG__==='1', or a localhost hostname; PRODUCTION IS OFF",MapWebGL.js:957 <TruthOverlay/>,developers only,"WS-OBJ-103, WS-OBJ-506","WS-CAN-0034 (Keep as Complete), WS-CAN-0036 (Partially Implemented), WS-CAN-0063 (closed 172f66aa)","TruthOverlay.fpsHonesty.test.js, forecastDiagnostics.truthLayer.test.js, truthVerdict.test.js",WS-CAN-0034 evidence row cites TruthOverlay.js:274-286 at HEAD,the truth-violation POST keeps running in production even when the render is gated,n/a,Conflicting
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-served-resolution-notice,rendering,frontend/src/components/map/servedResolutionNotice.js + legendTicks.js:86-106 LegendTicks({showResolution}) reading window.__MARINE_PROJECTION_DIAG__ at :88,Flag-gated (window.__RAW_LEGEND_RESOLUTION__) and silent below COARSE_DEG_THRESHOLD=0.5,"MapWeatherControls.js:777, :832, :940 — all three layouts pass showResolution for EVERY layer's legend",any user whose served marine grid is coarser than 0.5 deg,WS-OBJ-203,"WS-CAN-0014 (resolution stamping, closed 172f66aa)",servedResolutionNotice.test.js — sets window.__MARINE_PROJECTION_DIAG__ directly; no test asserts WHICH layer the resolution describes,"the module header records a measurement against production 2026-08-11 (regional 0.25 deg silent, global 15.455 deg notice)",reads a global written only by backendWeatherServiceClientDiag.js:552,refuses (returns null) on unknown resolution — exemplary,Conflicting
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-model-substitution-notice,user-facing,frontend/src/components/map/modelProvenance.js describeSubstitution / describeLayerSubstitution -> MapForecastOverlay.js:764-774,"Active-reachable, but only inside the infobox (so only when a point is selected)",MapForecastOverlay.js:241,users with a point selected on a layer whose rendered model differs from the selected one,WS-OBJ-202,WS-CAN-0015 (R11-11 item 4),modelProvenance.test.js,the module header records the ten silent-substitution sites in resolveModel,"reads the rendered slot URL, never a horizon constant","n/a — disclosure only, by design",Complete
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-stale-hour-notice,user-facing,frontend/src/components/map/modelProvenance.js describeStaleHour -> MapForecastOverlay.js:753-763,"Active-reachable, infobox only; refuses on bootstrap axes (LIVE_FETCHED_MODELS gate)",MapForecastOverlay.js:246-248,users scrubbing past a model's axis horizon with a point selected,WS-OBJ-202,WS-CAN-0015,staleHour.proof.test.js,staleHour.proof.test.js is the standing proof of the clamp behaviour,none,n/a,Complete
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-forecast-wheel,user-facing,"frontend/src/components/map/ForecastWheel.js — role=slider, aria-valuemin/max/now/valuetext, arrows/PgUp/PgDn/Home, prefers-reduced-motion, THEME_COLORS dark/light/beach",Active-reachable; kill switch window.__RAW_CLASSIC_SCRUBBER__ restores the <input type=range>,"MapWeatherControls.js:505-517 inside renderTimeline, shared by all three layouts",every map user with a layer active,NONE (no objective owns the scrubber UX),NONE,"ForecastWheel.test.js, ForecastWheel.valuetext.test.js",the file header records the measured release-decay table and the 11 Hz drag-commit derivation,dispatches timeline_scrub_start/end,n/a,Complete
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-timeline-step-row,user-facing,"frontend/src/components/map/MapWeatherControls.js:560-582 — the -1d/-1h/Now/+1h/+1d chips, `text-[9px] leading-none px-2 py-1`","Active-reachable in all three layouts (forecast mode, wheel scrubber only)",renderTimeline() at :475,pointer and TOUCH users (the source at :556-559 says the row exists for them),NONE,NONE,NONE,"computed this audit from Tailwind defaults (tailwind.config.js extends only borderRadius and colors): 9 px line + 4 px + 4 px = 17 px tall, ~32 px wide",none,n/a,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-right-controls,user-facing,"frontend/src/components/map/MapRightControls.js — GPS, photographers, friends, and the mobile `Weather layers` button at :102-110; all hardcoded bg-zinc-800/90 text-white, no useTheme",Active-reachable,MapPage.js:519,every map user; the Layers button is the ONLY route to the weather controls on mobile,NONE,NONE,controls.a11y.test.js (two arms: rendered names + a source arm for breakpoint-hidden labels),"the test header records a live 2026-08-01 scan: 65 buttons, 4 nameless",none,n/a,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-map-error-boundary,state-lifecycle,"frontend/src/components/map/MapErrorBoundary.js — hardcoded bg-zinc-900 text-white, full h-screen, empty <div className=""text-6xl mb-4""></div> at :26",Active-reachable on any render throw in the map subtree,wraps the map render tree,any user whose map crashes,WS-OBJ-103,WS-CAN-0036,NONE — no test file references MapErrorBoundary,NONE,"logger.error('[MAP ERROR BOUNDARY]', ...) — client-side only",window.location.reload() only,Missing Test
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-offline,state-lifecycle,hooks/useOfflineMode.js (imported only by components/Settings.js:15) and hooks/useOfflineQueue.js (imported only by components/Feed.js:23); hooks/useMapData.js:86 is the only navigator.onLine read anywhere near the map,Dead for the weather/map feature,NONE in components/map/,nobody on the map,NONE,NONE,NONE,"measured this audit: `grep -rn ""onLine|offline"" components/map/` = 1 comment in OceanMask.js:9; positive control `grep -rln ""navigator\.""` in the same dir = deviceTier.js, MarineAnimTuner.js, marineForensics.js, marineSharpenTrace.js",none,none — a lost connection produces the same 30 s silent settle as a slow one,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-first-use-default,state-lifecycle,hooks/useWeatherState.js:44 `useState([])` for activeLayers vs :15-30 activeModel persisted to localStorage('rawsurf-active-model'),Active-reachable — every cold load,useWeatherState({user}) in MapPage,every first-time and returning map user,NONE,NONE,"hooks/useMapData.loadingGate.test.js covers the spot-list gate, not the weather default",NONE,none,n/a,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-theme-coverage,shared,"contexts/ThemeContext useTheme; NO-THEME weather-adjacent map surfaces: MapRightControls.js, MapFilterTabs.js, MapErrorBoundary.js, NearestSpotCard.js, MapLiveIndicator.js, IPLocationBanner.js; partial: MapForecastOverlay.js:55-59,118-122 (isBeach only on the two notice rows) and MapWeatherControls.js:800-813 (fill-zinc-500/600, stroke-zinc-800)",Active-reachable,MapPage render tree,every light-mode and beach-mode user,NONE — grep over all 12.0/12.1 registers + the SOTA contract returns zero theme rows,NONE,NONE — no theme test exists for any map surface,NONE,none,n/a,Missing Objective
PRODUCT + USER COVERAGE (audit spec §17) — what the user of ,SUR-UX-a11y-coverage,shared,"MapWeatherControls.js:669 (div-onClick), :845-846 (modal without semantics), :687 (no aria-expanded), :794/:805 (duplicate aria-label), :560-582 (17 px targets); MapLiveIndicator.js:138,153 (aria-label=""Square"")",Active-reachable,MapPage render tree,"keyboard, screen-reader, low-vision, colour-vision-deficient and touch users",NONE,NONE — WS-CAN-0012's category string says 'Accessibility / correctness' but its body is prefers-reduced-motion + device tier in WebGLWindEngine.js,controls.a11y.test.js and MapMarkerLayers.a11y.test.js cover two components; nothing covers MapWeatherControls,"CLAUDE.md records a 2026-07-14 audit: ~41 aria attributes across 132+ interactive elements, keyboard handling in 2 of 20 interactive files",none,n/a,Missing Objective
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-conditions-batch,user-facing,backend/routes/surf_data/conditions.py:52-105 get_batch_conditions; BATCH_MAX_SPOTS=200 (:48); _BATCH_CONCURRENCY=6 (:49); sem created per request (:73),"Active-reachable, UNAUTHENTICATED",GET /api/conditions/batch,"frontend/src/hooks/useExploreData.js:29 fetchSpotConditions, fed by :58-60 popular_spots.slice(0,4) -- the SAME four spot ids for every user",WS-OBJ-302,WS-CAN-0064 (latency) + WS-CAN-0009 (status honesty),backend/tests/test_spot_conditions_batch_bounds.py -- covers the PER-REQUEST cap and semaphore only; no cross-request/concurrency test,"LV-07: 12.0 RV-01 n=9 p50 52,238 ms, 9/9 over 10 s; 12.1 LV-01 n=8 p50 58,713 ms, 8/8 over 10 s","request_telemetry latency buckets on /api/health; no bytes, no in-flight gauge","per-spot except Exception -> {""error"": str(e)} at :94 (WS-CAN-0009); no shed, no queue, no 429",Missing Contract
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-spot-ratings,user-facing,backend/routes/weather.py:323 _SPOT_RATINGS_CONCURRENCY=6; :560 sem = asyncio.Semaphore(...) created PER REQUEST; spot_ratings.py:617 second per-call sem,"Active-reachable, unauthenticated",GET /api/weather/spot-ratings,"frontend/src/components/map/spotRatingsClient.js:10, useSpotRatings.js:202",WS-OBJ-302,NONE,backend/tests/test_event_loop_offload_guard.py (bans the blocking L2 loader on this path); no concurrency test,"11.1 SYSTEM_CAPACITY_DELTA n=34 p50 250 ms p99 4,248 ms",request_telemetry only,CDN lane (spotRatingsCdn.js) bypasses the box entirely on the happy path,Missing Objective
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-grid-series,data,backend/services/weather_pipeline/grid_series_helper.py:557 sem = asyncio.Semaphore(CONCURRENCY) PER REQUEST; :343 coord cap 500; :350 forecast_days<=16; OVERALL_DEADLINE,Active-reachable,GET /api/weather/grid_series,"marineGridSeries.js:402,560; windGridSeries.js",WS-OBJ-302,NONE for concurrency; series_vector_budget covers response size,backend/tests/test_series_load_stride.py,"LV-07 12.0 n=133 p50 5,000 p99 31,075, 36.8% over 10 s; 12.1 n=22 p50 2,500 p99 14,245 (different populations, not an improvement claim)",request_telemetry + vectors_before_bound/bounded_at stamps,deadline degrades to a PARTIAL page; asyncio.shield warms the provider cache on cancel,Complete
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-om-grid-cache,shared,"backend/services/weather_pipeline/providers/open_meteo_provider.py:189 _GRID_CACHE; :285-291 read; :471-474 evict-and-store (len>=50, next(iter(...)))",Active-reachable on the SERVING path,"OpenMeteoProvider.fetch_grid, called from grid_series_helper.py:354 and viewport_upstream.py:90",every marine/wind grid_series and dynamic-viewport build,"WS-OBJ-303 (Bounded memory) -- but that objective's Current Architecture Owner is 'Render cgroup 2048 MB', not this cache",NONE,NONE,"NONE. Derived ceiling M-16: 66,664 B/coord x 500 coord cap = 31.8 MB/entry x 50 entries = 1.55 GB vs the 2,048 MB cgroup","NONE -- no size, no hit/miss counter, no eviction counter; only a log line at :288","TTL 300 s expiry only; FIFO eviction (no re-insert on hit, so a hot key evicts before a colder later one)",Missing Objective
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-om-point-cache,shared,open_meteo_provider.py:190 _POINT_CACHE; :573-579 read; :647-650 evict-and-store (len>=200),Active-reachable,OpenMeteoProvider.fetch_point,"point_resolution.py:508-510, conditions.py:126, spot_conditions.py:266, estimator.py:555/575, point_direct_fallbacks.py:33/98",WS-OBJ-303,NONE,NONE,NONE,NONE,"TTL 300 s; note BATCH_MAX_SPOTS=200 equals the cache cap, so one maximal batch turns the whole cache over",Missing Objective
PERFORMANCE + CAPACITY + STORAGE + COST (audit spec §23),SUR-BE-om-no-singleflight,shared,open_meteo_provider.py:570-651 fetch_point and :281-474 fetch_grid -- read-check-miss-fetch-store with NO lock and NO in-flight map,Active-reachable,OpenMeteoProvider.fetch_point / fetch_grid,all point and grid resolution,WS-OBJ-302,NONE,NONE,"Indirect: the shared 429 circuit breaker at :193-227 exists BECAUSE of a measured storm ('a storm of POST /v1/marine that all 429 ... up to 120 s HELD per request', Render restart 2026-07-24)",NONE,429 breaker fails fast after the storm starts; nothing prevents the duplicate work that causes it,Missing Contract
